"","station_name","station_id","station_operator","prov","lat","lon","elev","climate_id","WMO_id","TC_id","date","year","month","day","qual","cool_deg_days","cool_deg_days_flag","dir_max_gust","dir_max_gust_flag","heat_deg_days","heat_deg_days_flag","max_temp","max_temp_flag","mean_temp","mean_temp_flag","min_temp","min_temp_flag","snow_grnd","snow_grnd_flag","spd_max_gust","spd_max_gust_flag","total_precip","total_precip_flag","total_rain","total_rain_flag","total_snow","total_snow_flag"
"15","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-11-15,"2017","11","15","",0,"",14,"",12.8,"",8.6,"",5.2,"",1.8,"",NA,"",33,"",54.5,"",NA,"M",NA,"M"
"16","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-11-16,"2017","11","16","",0,"",NA,"",14.6,"",6.6,"",3.4,"",0.2,"",NA,"",NA,"",24.8,"",NA,"M",NA,"M"
"17","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-11-17,"2017","11","17","",0,"",NA,"",14.7,"",6.1,"",3.3,"",0.4,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"18","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-11-18,"2017","11","18","",0,"",NA,"",13.3,"",6.4,"",4.7,"",3,"",NA,"",NA,"",31.6,"",NA,"M",NA,"M"
"19","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-11-19,"2017","11","19","",0,"",18,"",14.4,"",6.1,"",3.6,"",1.1,"",NA,"",33,"",79.1,"",NA,"M",NA,"M"
"20","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-11-20,"2017","11","20","",0,"",NA,"",13.5,"",7.6,"",4.5,"",1.3,"",NA,"",NA,"",1.1,"",NA,"M",NA,"M"
"21","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-11-21,"2017","11","21","",0,"",NA,"",14.7,"",4.8,"",3.3,"",1.8,"",NA,"",NA,"",43.4,"",NA,"M",NA,"M"
"22","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-11-22,"2017","11","22","",0,"",17,"",8.1,"",16.2,"",9.9,"",3.6,"",NA,"",54,"",56.3,"",NA,"M",NA,"M"
"23","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-11-23,"2017","11","23","",0,"",14,"",6.9,"",14.3,"",11.1,"",7.9,"",NA,"",41,"",6.1,"",NA,"M",NA,"M"
"24","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-11-24,"2017","11","24","",0,"",14,"",10.4,"",8.8,"",7.6,"",6.4,"",NA,"",33,"",29,"",NA,"M",NA,"M"
"25","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-11-25,"2017","11","25","",0,"",NA,"",11.6,"",7.8,"",6.4,"",5,"",NA,"",NA,"",23,"",NA,"M",NA,"M"
"26","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-11-26,"2017","11","26","",0,"",13,"",9.5,"",12.4,"",8.5,"",4.5,"",NA,"",35,"",39.3,"",NA,"M",NA,"M"
"27","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-11-27,"2017","11","27","",0,"",NA,"",12.9,"",7.6,"",5.1,"",2.6,"",NA,"",NA,"",0.9,"",NA,"M",NA,"M"
"28","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-11-28,"2017","11","28","",0,"",NA,"",12.9,"",5.7,"",5.1,"",4.4,"",NA,"",NA,"",20.9,"",NA,"M",NA,"M"
"29","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-11-29,"2017","11","29","",NA,"M",NA,"",NA,"M",NA,"M",NA,"M",2.8,"E",NA,"",NA,"",NA,"M",NA,"M",NA,"M"
"30","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-11-30,"2017","11","30","",0,"",NA,"",12.8,"",6.5,"",5.2,"",3.8,"",NA,"",NA,"",21.4,"",NA,"M",NA,"M"
"31","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-01,"2017","12","01","",0,"",NA,"",13.2,"",5.7,"",4.8,"",3.9,"",NA,"",NA,"",38.1,"",NA,"M",NA,"M"
"32","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-02,"2017","12","02","",0,"",NA,"",15.3,"",5.2,"",2.7,"",0.1,"",NA,"",NA,"",8.9,"",NA,"M",NA,"M"
"33","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-03,"2017","12","03","",0,"",NA,"",16.5,"",4.8,"",1.5,"",-1.9,"",NA,"",NA,"",0.5,"",NA,"M",NA,"M"
"34","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-04,"2017","12","04","",0,"",NA,"",17.6,"",2.9,"",0.4,"",-2.1,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"35","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-05,"2017","12","05","",0,"",NA,"",17.2,"",4.9,"",0.8,"",-3.3,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"36","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-06,"2017","12","06","",0,"",NA,"",14.1,"",8.8,"",3.9,"",-1.1,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"37","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-07,"2017","12","07","",0,"",NA,"",13.1,"",9.5,"",4.9,"",0.3,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"38","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-08,"2017","12","08","",0,"",NA,"",15.1,"",7.1,"",2.9,"",-1.4,"",NA,"",NA,"",0,"T",NA,"M",NA,"M"
"39","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-09,"2017","12","09","",0,"",NA,"",15.1,"",7,"",2.9,"",-1.3,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"40","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-10,"2017","12","10","",0,"",NA,"",13,"",10.7,"",5,"",-0.8,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"41","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-11,"2017","12","11","",0,"",NA,"",12.1,"",11.3,"",5.9,"",0.4,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"42","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-12,"2017","12","12","",0,"",NA,"",14.2,"",8.1,"",3.8,"",-0.5,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"43","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-13,"2017","12","13","",0,"",NA,"",13,"",10.5,"",5,"",-0.6,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"44","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-14,"2017","12","14","",0,"",NA,"",14,"",7.6,"",4,"",0.3,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"45","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-15,"2017","12","15","",0,"",NA,"",14.1,"",5.8,"",3.9,"",1.9,"",NA,"",NA,"",0.6,"",NA,"M",NA,"M"
"46","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-16,"2017","12","16","",0,"",NA,"",15.4,"",4.4,"",2.6,"",0.8,"",NA,"",NA,"",0.8,"",NA,"M",NA,"M"
"47","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-17,"2017","12","17","",0,"",NA,"",15,"",3.6,"",3,"",2.4,"",NA,"",NA,"",25.9,"",NA,"M",NA,"M"
"48","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-18,"2017","12","18","",0,"",NA,"",14.4,"",5.2,"",3.6,"",2,"",NA,"",NA,"",0.3,"",NA,"M",NA,"M"
"49","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-19,"2017","12","19","",0,"",32,"",14.4,"",4.8,"",3.6,"",2.4,"",NA,"",50,"",11.4,"",NA,"M",NA,"M"
"50","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-20,"2017","12","20","",0,"",32,"",18.1,"",3.5,"",-0.1,"",-3.7,"",NA,"",37,"",0,"",NA,"M",NA,"M"
"51","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-21,"2017","12","21","",0,"",NA,"",20.4,"",-0.4,"",-2.4,"",-4.4,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"52","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-22,"2017","12","22","",0,"",34,"",17,"",4,"",1,"",-2,"",NA,"",52,"",0,"",NA,"M",NA,"M"
"53","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-23,"2017","12","23","",0,"",NA,"",20.3,"",1.1,"",-2.3,"",-5.6,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"54","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-24,"2017","12","24","",0,"",NA,"",20.5,"",0,"",-2.5,"",-4.9,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"55","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-25,"2017","12","25","",0,"",NA,"",18.7,"",1.2,"",-0.7,"",-2.5,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"56","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-26,"2017","12","26","",0,"",NA,"",19.1,"",0.3,"",-1.1,"",-2.5,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"57","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-27,"2017","12","27","",0,"",NA,"",19.3,"",-0.2,"",-1.3,"",-2.4,"",NA,"",NA,"",1.7,"",NA,"M",NA,"M"
"58","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-28,"2017","12","28","",0,"",NA,"",20.2,"",-1.4,"",-2.2,"",-2.9,"",10,"",NA,"",32.3,"",NA,"M",NA,"M"
"59","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-29,"2017","12","29","",0,"",2,"",19.5,"",-0.2,"",-1.5,"",-2.8,"",32,"",35,"",16.5,"",NA,"M",NA,"M"
"60","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-30,"2017","12","30","",0,"",NA,"",18.5,"",2.4,"",-0.5,"",-3.3,"",48,"",NA,"",4.7,"",NA,"M",NA,"M"
"61","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2017-12-31,"2017","12","31","",0,"",NA,"",20.9,"",0.8,"",-2.9,"",-6.5,"",44,"",NA,"",0,"",NA,"M",NA,"M"
"62","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-01,"2018","01","01","",0,"",NA,"",20.9,"",1.9,"",-2.9,"",-7.6,"",41,"",NA,"",0,"",NA,"M",NA,"M"
"63","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-02,"2018","01","02","",0,"",NA,"",20.4,"",1.6,"",-2.4,"",-6.3,"",38,"",NA,"",0,"",NA,"M",NA,"M"
"64","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-03,"2018","01","03","",0,"",NA,"",17.9,"",4.5,"",0.1,"",-4.4,"",36,"",NA,"",0,"",NA,"M",NA,"M"
"65","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-04,"2018","01","04","",0,"",NA,"",17.7,"",3.2,"",0.3,"",-2.6,"",33,"",NA,"",0,"",NA,"M",NA,"M"
"66","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-05,"2018","01","05","",0,"",NA,"",15.7,"",3.3,"",2.3,"",1.2,"",30,"",NA,"",39.1,"",NA,"M",NA,"M"
"67","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-06,"2018","01","06","",0,"",NA,"",14.7,"",5.4,"",3.3,"",1.1,"",19,"",NA,"",1.5,"",NA,"M",NA,"M"
"68","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-07,"2018","01","07","",0,"",NA,"",16.3,"",2.6,"",1.7,"",0.8,"",15,"",NA,"",6.6,"",NA,"M",NA,"M"
"69","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-08,"2018","01","08","",0,"",NA,"",15.8,"",3.4,"",2.2,"",0.9,"",13,"",NA,"",15.1,"",NA,"M",NA,"M"
"70","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-09,"2018","01","09","",0,"",NA,"",15.1,"",4.6,"",2.9,"",1.1,"",11,"",NA,"",11.7,"",NA,"M",NA,"M"
"71","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-10,"2018","01","10","",0,"",NA,"",14,"",7.2,"",4,"",0.7,"",10,"",NA,"",0,"",NA,"M",NA,"M"
"72","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-11,"2018","01","11","",0,"",3,"",15.7,"",3.7,"",2.3,"",0.9,"",9,"",35,"",0,"",NA,"M",NA,"M"
"73","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-12,"2018","01","12","",0,"",NA,"",16.8,"",1.9,"",1.2,"",0.4,"",9,"",NA,"",6.4,"",NA,"M",NA,"M"
"74","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-13,"2018","01","13","",0,"",NA,"",15.5,"",4.8,"",2.5,"",0.1,"",8,"",NA,"",7.8,"",NA,"M",NA,"M"
"75","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-14,"2018","01","14","",0,"",NA,"",12,"",10.8,"",6,"",1.1,"",7,"",NA,"",0,"",NA,"M",NA,"M"
"76","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-15,"2018","01","15","",0,"",NA,"",13.7,"",7.7,"",4.3,"",0.9,"",6,"",NA,"",0,"",NA,"M",NA,"M"
"77","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-16,"2018","01","16","",0,"",12,"",12.3,"",8.9,"",5.7,"",2.5,"",4,"",43,"",28.4,"",NA,"M",NA,"M"
"78","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-17,"2018","01","17","",0,"",16,"",11.5,"",10.4,"",6.5,"",2.6,"",1,"",65,"",22.1,"",NA,"M",NA,"M"
"79","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-18,"2018","01","18","",0,"",17,"",10.7,"",10.1,"",7.3,"",4.5,"",NA,"",57,"",23.7,"",NA,"M",NA,"M"
"80","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-19,"2018","01","19","",0,"",NA,"",13.8,"",5.4,"",4.2,"",3,"",NA,"",NA,"",17.1,"",NA,"M",NA,"M"
"81","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-20,"2018","01","20","",0,"",NA,"",14.3,"",5.2,"",3.7,"",2.1,"",0,"T",NA,"",16.8,"",NA,"M",NA,"M"
"82","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-21,"2018","01","21","",0,"",18,"",11.6,"",8.7,"",6.4,"",4,"",0,"T",54,"",64.5,"",NA,"M",NA,"M"
"83","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-22,"2018","01","22","",0,"",NA,"",13.8,"",6.1,"",4.2,"",2.2,"",0,"T",NA,"",26.3,"",NA,"M",NA,"M"
"84","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-23,"2018","01","23","",0,"",NA,"",15.9,"",2.8,"",2.1,"",1.4,"",0,"T",NA,"",10.7,"",NA,"M",NA,"M"
"85","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-24,"2018","01","24","",0,"",NA,"",14.7,"",4.9,"",3.3,"",1.6,"",0,"T",NA,"",23.7,"",NA,"M",NA,"M"
"86","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-25,"2018","01","25","",0,"",NA,"",15,"",5.4,"",3,"",0.5,"",0,"T",NA,"",4.3,"",NA,"M",NA,"M"
"87","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-26,"2018","01","26","",0,"",16,"",15.4,"",5.3,"",2.6,"",-0.1,"",0,"T",32,"",11.4,"",NA,"M",NA,"M"
"88","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-27,"2018","01","27","",0,"",NA,"",17,"",1.9,"",1,"",0,"",0,"T",NA,"",10.3,"",NA,"M",NA,"M"
"89","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-28,"2018","01","28","",0,"",NA,"",17.3,"",1.4,"",0.7,"",0,"",1,"",NA,"",51.5,"",NA,"M",NA,"M"
"90","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-29,"2018","01","29","",0,"",14,"",12.6,"",9.5,"",5.4,"",1.2,"",0,"T",48,"",70.1,"",NA,"M",NA,"M"
"91","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-30,"2018","01","30","",0,"",16,"",13.6,"",6.2,"",4.4,"",2.5,"",0,"T",39,"",5.9,"",NA,"M",NA,"M"
"92","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-01-31,"2018","01","31","",0,"",NA,"",15,"",5.7,"",3,"",0.2,"",0,"T",NA,"",6.3,"",NA,"M",NA,"M"
"93","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-01,"2018","02","01","",0,"",NA,"",16.1,"",3.7,"",1.9,"",0.1,"",0,"T",NA,"",5,"",NA,"M",NA,"M"
"94","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-02,"2018","02","02","",0,"",NA,"",14.2,"",5.5,"",3.8,"",2.1,"",0,"T",NA,"",11.5,"",NA,"M",NA,"M"
"95","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-03,"2018","02","03","",0,"",NA,"",11.4,"",8.5,"",6.6,"",4.7,"",0,"T",NA,"",3.8,"",NA,"M",NA,"M"
"96","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-04,"2018","02","04","",0,"",NA,"",11.8,"",7.8,"",6.2,"",4.6,"",0,"T",NA,"",14.3,"",NA,"M",NA,"M"
"97","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-05,"2018","02","05","",0,"",NA,"",11.3,"",8.2,"",6.7,"",5.1,"",0,"T",NA,"",0.7,"",NA,"M",NA,"M"
"98","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-06,"2018","02","06","",0,"",NA,"",11.8,"",7.4,"",6.2,"",5,"",0,"T",NA,"",0,"",NA,"M",NA,"M"
"99","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-07,"2018","02","07","",0,"",16,"",11.1,"",8.6,"",6.9,"",5.1,"",0,"T",37,"",10.5,"",NA,"M",NA,"M"
"100","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-08,"2018","02","08","",0,"",11,"",9.7,"",12.8,"",8.3,"",3.7,"",0,"T",35,"",9.3,"",NA,"M",NA,"M"
"101","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-09,"2018","02","09","",0,"",NA,"",14.5,"",6.7,"",3.5,"",0.3,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"102","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-10,"2018","02","10","",0,"",31,"",16.2,"",5.8,"",1.8,"",-2.3,"",0,"T",33,"",0,"",NA,"M",NA,"M"
"103","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-11,"2018","02","11","",0,"",32,"",13.8,"",9.3,"",4.2,"",-1,"",0,"T",46,"",0,"",NA,"M",NA,"M"
"104","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-12,"2018","02","12","",0,"",33,"",15.6,"",6.7,"",2.4,"",-2,"",0,"T",43,"",0,"",NA,"M",NA,"M"
"105","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-13,"2018","02","13","",0,"",15,"",17.4,"",4.6,"",0.6,"",-3.5,"",0,"T",32,"",5.3,"",NA,"M",NA,"M"
